route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
7282,HSL,282,Kamppi-Turunväylä-Veikkola-(Lohja),,700,http://aikataulut.hsl.fi/linjat/fi/b282.html
7282B,HSL,282B,Kamppi-Turunväylä-Veikkola-(Lohja),,700,http://aikataulut.hsl.fi/linjat/fi/b282B.html
7285,HSL,285,Kamppi-Turunväylä-Veikkola-(Karkkila),,700,http://aikataulut.hsl.fi/linjat/fi/b285.html
7375,HSL,375,Myyrmäki-Kalajärvi-(Vihti),,700,http://aikataulut.hsl.fi/linjat/fi/b375.html
7375V,HSL,375V,Myyrmäki-Kalajärvi-(Vihti),,700,http://aikataulut.hsl.fi/linjat/fi/b375V.html
7385,HSL,385,Helsinki-Kalajärvi-(Karkkila),,700,http://aikataulut.hsl.fi/linjat/fi/b385.html
7385A,HSL,385A,(Karkkila/Vihti)-Kalajärvi-Helsinki,,700,http://aikataulut.hsl.fi/linjat/fi/b385A.html
7455,HSL,455,Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7455A,HSL,455A,Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Mäntysalo),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7456,HSL,456,Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Nurmijärvi),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7456A,HSL,456A,Kamppi-Kivistö as.-Luhtaanmäki (-Klaukkala-Rajamäki),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7456N,HSL,456N,Kamppi-Kivistö as.-Luhtaanmäki (-Klaukkala-Rajamäki),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7457,HSL,457,Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Rajamäki),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7457A,HSL,457A,Kamppi-Kivistö as.-Luhtaanmäki(-Klaukkala-Nurmijärvi),,700,http://aikataulut.hsl.fi/linjat/fi/u_455-487.html
7465,HSL,465,Kamppi-Kivistö as.-Syväoja(-Nurmijärvi-Rajamäki),,700,http://aikataulut.hsl.fi/linjat/fi/u_465_485.html
7465B,HSL,465B,Kamppi-Kivistö as.-Syväoja(-Nurmijärvi),,700,http://aikataulut.hsl.fi/linjat/fi/u_465_485.html
7848,HSL,848,Töölöntulli-Pasila-Viikki-Söderkulla-Porvoo,,700,http://aikataulut.hsl.fi/linjat/fi/b848.html
7848A,HSL,848A,Kamppi-Pasila-Viikki-Söderkulla-Porvoo,,700,http://aikataulut.hsl.fi/linjat/fi/b848A.html
7849,HSL,849,Kamppi-Viikki-Söderkulla-Porvoo,,700,http://aikataulut.hsl.fi/linjat/fi/b849.html
7899,HSL,899,Tikkurila-Kuusijärvi-Nikkilä-Mellunmäki,,700,http://aikataulut.hsl.fi/linjat/fi/b899.html
7949,HSL,949,(Klaukkala-) Hännikäinen-Lahnus-Kalajärvi,,700,http://aikataulut.hsl.fi/linjat/fi/b949.html
7949K,HSL,949K,(Klaukkala-)Hännikäinen-Korpilampi-Kalajärvi,,700,http://aikataulut.hsl.fi/linjat/fi/b949K.html
7999,HSL,999,Tikkurila-Söderkulla-Porvoo,,700,http://aikataulut.hsl.fi/linjat/fi/b999.html
9633N,HSL,633N,Rautatientori-Simonkylä-Leinelä-Korso-Ahjo-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b633N.html
9641,HSL,641,Tikkurila-Leinelä-Hyrylä-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b641.html
9642,HSL,642,Leinelä-Lahela-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b642.html
9642K,HSL,642K,Leinelä-Ruotsinkylä-Lahela-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b642K.html
9643,HSL,643,Sörnäinen-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b643.html
9643K,HSL,643K,Sörnäinen-Ruskeasanta-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b643K.html
9643N,HSL,643N,Rautatientori-Hyrylä-Lahela,,701,http://aikataulut.hsl.fi/linjat/fi/b643N.html
9665,HSL,665,Hyrylä-Järvenpää-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665.html
9665A,HSL,665A,Hyrylä-Järvenpää-Kellokoski(-Mäntsälä),,701,http://aikataulut.hsl.fi/linjat/fi/b665A.html
9665K,HSL,665K,Hyrylä-Järvenpää-Jamppa-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665K.html
9665N,HSL,665N,Rautatientori-Hyrylä-Järvenpää-Jamppa-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b665N.html
9738,HSL,738,Kalasatama (M)-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b738.html
9785,HSL,785,Rautatientori-Jokivarsi-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785.html
9785K,HSL,785K,Rautatientori-Kuninkaanmäki-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785K.html
9787,HSL,787,Rautatientori-Nikinmäki-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787.html
9787A,HSL,787A,Rautatientori-Nikinmäki-Nikkilä-Laukkoski-Pornainen-Halkia,,701,http://aikataulut.hsl.fi/linjat/fi/b787A.html
9787B,HSL,787B,Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787B.html
9787K,HSL,787K,Rautatientori-Kuninkaanmäki-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787K.html
9788,HSL,788,Rautatientori-Jokivarsi-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788.html
9788B,HSL,788B,Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788B.html
9788K,HSL,788K,Rautatientori-Kuninkaanmäki-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788K.html
9841,HSL,841,Itäkeskus-Östersundom-Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b841.html
9841B,HSL,841B,Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b841B.html
9841N,HSL,841N,Rautatientori-Östersundom-Söderkulla-Nikkilä-Jokimäki,,701,http://aikataulut.hsl.fi/linjat/fi/b841N.html
9842,HSL,842,Itäkeskus–Söderkulla–Eriksnäs,,701,http://aikataulut.hsl.fi/linjat/fi/b842.html
9843,HSL,843,Itäkeskus–Söderkulla–Kalkkiranta,,701,http://aikataulut.hsl.fi/linjat/fi/b843.html
9844,HSL,844,Itäkeskus–Söderkulla–Taasjärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b844.html
9961,HSL,961,Korso-Sula-Riihikallio-Hyrylä-Nahkela-Palojoki(-Nurmijärvi),,701,http://aikataulut.hsl.fi/linjat/fi/b961.html
9961B,HSL,961B,Korso-Sula-Riihikallio-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b961B.html
9962,HSL,962,Hyrylä-Sula-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b962.html
9963,HSL,963,Paijala-Hyrylä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b963.html
9963B,HSL,963B,Hyrylä-Rykmentinpuisto-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b963B.html
9964,HSL,964,Hyrylä-Paijala-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b964.html
9964K,HSL,964K,Rannikonmäki-Rusutjärvi-Paijala-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b964K.html
9965,HSL,965,Hyrylä-Jäniksenlinna-Perttu-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b965.html
9965K,HSL,965K,Hyrylä-Jäniksenlinna-Perttu-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b965K.html
9965T,HSL,965T,Hyrylä-Rusutjärvi-Jäniksenlinna-Perttu-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b965T.html
9966,HSL,966,Jokela-Vanhakylän koulu - Saunakallio -Terrisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b966.html
9967,HSL,967,Jokela-Nuppulinna-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967.html
9967K,HSL,967K,Jokela-Nuppulinna-Purola-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967K.html
9968,HSL,968,Hyrylä-Paijala-Ruskela-Sahatie-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b968.html
9969X,HSL,969X,Kerava-Ainola-Järvenpää-Saunakallio-Jokela-Riihimäki,,701,http://aikataulut.hsl.fi/linjat/fi/b969X.html
9971,HSL,971,Kivistö-Ruotsinkylä-Hyrylä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b971.html
9971B,HSL,971B,Ruotsinkylä-Hyrylä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b971B.html
9972,HSL,972,Korso-Alikerava-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b972.html
9973,HSL,973,Peijas-Korso-Kannisto-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b973.html
9975,HSL,975,Kerava as.- Kaleva - Mattilanpuisto,,701,http://aikataulut.hsl.fi/linjat/fi/b975.html
9975N,HSL,975N,Keravan asema - Kaleva - Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b975N.html
9976,HSL,976,Keravan asema-Virrenkulma,,701,http://aikataulut.hsl.fi/linjat/fi/b976.html
9977,HSL,977,Kytömaa-Päivölä-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b977.html
9977V,HSL,977V,Kytömaa-Ylikerava-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b977V.html
9978,HSL,978,Keinukallio-Sorsakorpi-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b978.html
9978K,HSL,978K,Bastukärr-Sorsakorpi-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b978K.html
9982,HSL,982,Nikkilä-Neulasniitty-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b982.html
9984,HSL,984,Hindsby (Knuters)-Nikkilä-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984.html
9984K,HSL,984K,Hindsby (Knuters)-Nikkilä- Mårsbackantie-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984K.html
9985,HSL,985,Nikkilä-Talma-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b985.html
9986,HSL,986,Nikkilä-Etelä-Paippinen-Järvenpään asema,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9986B,HSL,986B,Nikkilä-Etelä-Paippinen-Rajakulma,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9987,HSL,987,Nikkilä-Pornainen-Pohjois-Paippinen-Järvenpään asema,,701,http://aikataulut.hsl.fi/linjat/fi/b987.html
9987A,HSL,987A,Monninkylä-Pornainen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b987A.html
9987B,HSL,987B,Nikkilä-Laukkoski-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b987B.html
9987T,HSL,987T,Nikkilä-Laukkoski-Pornainen-Pohjois-Paippinen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b987T.html
9989,HSL,989,Pornainen-Halkia-Metsäkylä-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989A,HSL,989A,Monninkylä-Pornainen-Halkia-Metsäkylä-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989B,HSL,989B,Pornainen-Halkia-Pihlajamäki,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989V,HSL,989V,Monninkylä-Pornainen-Metsäkylä,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9992,HSL,992,Eriksnäs-Söderkulla-Massby-Hindsby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b992.html
9993,HSL,993,Taasjärvi-Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993.html
9993K,HSL,993K,Taasjärvi-Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993K.html
9994,HSL,994,Söderkulla-Immersby-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994.html
9994K,HSL,994K,Söderkulla-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994K.html
9995,HSL,995,Taasjärvi-Söderkulla-Kalkkiranta,,701,http://aikataulut.hsl.fi/linjat/fi/b995.html
9996,HSL,996,Söderkulla-Box-Spjutsund-Kitö,,701,http://aikataulut.hsl.fi/linjat/fi/b996.html
